番号,単語,訳,品詞,例文,訳文
528,sample,見本; サンプル,名詞,We collected soil samples.,私たちは土壌サンプルを集めた。(AI生成)
529,internal,内部の,形容詞,The internal structure of the building is complex.,その建物の内部構造は複雑だ。(AI生成)
530,safety,安全(性),名詞,Safety comes first.,安全が第一だ。(AI生成)
531,commercial,商業的な; 営利的な,形容詞,The movie was a commercial success.,その映画は商業的に成功した。(AI生成)
532,progress,進歩; 前進,名詞,We are making good progress.,私たちは順調に進歩している。(AI生成)
533,trust,信頼, 信用,名詞,Trust is the foundation of any relationship.,信頼はいかなる関係においても基礎となる。(AI生成)
534,relief,安心; 除去,名詞,I breathed a sigh of relief.,私は安堵（安心）のため息をついた。(AI生成)
535,pair,一対; ペア,名詞,I bought a new pair of shoes.,私は新しい靴を一足買った。(AI生成)
536,liberal,自由主義の; 寛大な,形容詞,He has liberal views on education.,彼は教育に関して自由主義的な考えを持っている。(AI生成)
537,vision,視力; ビジョン,名詞,The company has a clear vision for the future.,その会社は未来への明確なビジョンを持っている。(AI生成)
538,requirement,必要条件; 必需品,名詞,A degree is a requirement for this job.,学位はこの仕事の必要条件だ。(AI生成)
539,move,動く; 引っ越す; 感動させる,動詞,Don't move!,動くな！(AI生成)
540,notion,観念; 考え,名詞,He has a strange notion of fun.,彼は楽しみについて奇妙な考え（観念）を持っている。(AI生成)
541,spot,場所; 斑点,名詞,This is a good spot for a picnic.,ここはピクニックに良い場所だ。(AI生成)
542,percentage,割合, 百分率,名詞,A high percentage of students passed.,高い割合の生徒が合格した。(AI生成)
543,procedure,手順; 手続き,名詞,What is the procedure for applying?,申請の手順は何ですか？(AI生成)
544,implement,を実行する,動詞,We need to implement the new plan.,私たちは新しい計画を実行する必要がある。(AI生成)
545,loan,貸付金, ローン,名詞,He took out a loan to buy a house.,彼は家を買うためにローンを組んだ。(AI生成)
546,stress,ストレス; 強調,名詞,She is under a lot of stress.,彼女は多くのストレスを感じている。(AI生成)
547,contribution,貢献; 寄付,名詞,His contribution was vital to our success.,彼の貢献は私たちの成功に不可欠だった。(AI生成)
548,select,を選ぶ,動詞,Please select your favorite color.,あなたの好きな色を選んでください。(AI生成)
549,client,依頼人; 顧客,名詞,We had a meeting with a new client.,私たちは新しい顧客と会議をした。(AI生成)
550,hardly,ほとんど~ない,副詞,I could hardly believe my eyes.,私は自分の目をほとんど信じられなかった。(AI生成)
551,investigate,を調査する,動詞,The police are investigating the cause of the fire.,警察は火事の原因を調査している。(AI生成)
552,frequency,頻度; 周波数,名詞,The frequency of accidents has decreased.,事故の頻度は減少した。(AI生成)
553,typical,典型的な,形容詞,This is a typical example of his work.,これは彼の作品の典型的な例だ。(AI生成)
554,substantial,かなりの; 実質的な,形容詞,We made a substantial profit this year.,私たちは今年かなりの利益を上げた。(AI生成)
555,whereas,一方で; ~だけれども,接続詞,He likes football, whereas she prefers tennis.,彼はサッカーが好きだが、一方で彼女はテニスを好む。(AI生成)
556,promote,を促進する; を昇進させる,動詞,The government is trying to promote tourism.,政府は観光を促進しようとしている。(AI生成)
557,spread,広がる; を広げる,動詞,The news spread quickly.,そのニュースはすぐに広まった。(AI生成)
558,solid,固体の; 堅固な,形容詞,Water turns into solid ice at 0 degrees.,水は0度で固体の氷になる。(AI生成)
559,gap,割れ目; 格差; 隔たり,名詞,There is a big gap between the rich and the poor.,貧富の間には大きな格差がある。(AI生成)
560,belief,信念; 信じること,名詞,It is my belief that hard work pays off.,努力は報われるというのが私の信念だ。(AI生成)
561,quarter,4分の1; 15分; 地域,名詞,Three quarters of the earth's surface is water.,地表の4分の3は水だ。(AI生成)
562,noise,騒音; 音,名詞,The noise from the construction site is loud.,建設現場からの騒音がうるさい。(AI生成)
563,escape,逃げる; を免れる,動詞,The bird escaped from the cage.,鳥は鳥かごから逃げた。(AI生成)
564,generation,世代; 発生,名詞,We must preserve nature for future generations.,私たちは未来の世代のために自然を保護しなければならない。(AI生成)
565,manage,を何とか成し遂げる; を管理する,動詞,I managed to finish the report on time.,私は何とかレポートを時間通りに終わらせた。(AI生成)
566,flow,流れる,動詞,The river flows into the sea.,その川は海に流れ込む。(AI生成)
567,definition,定義; 明確さ,名詞,What is the definition of success?,成功の定義は何ですか？(AI生成)
568,politics,政治(学),名詞,He is studying politics at university.,彼は大学で政治学を学んでいる。(AI生成)
569,confidence,自信; 信頼,名詞,She lacks confidence in her abilities.,彼女は自分の能力に自信がない。(AI生成)
570,literature,文学; 文献,名詞,She is a professor of English literature.,彼女は英文学の教授だ。(AI生成)
571,corner,角; 曲がり角,名詞,The store is on the corner of the street.,その店は通りの角にある。(AI生成)
572,average,平均の; 標準の,形容詞,The average temperature is 20 degrees.,平均気温は20度だ。(AI生成)
573,description,描写; 説明,名詞,The book gives a detailed description of the city.,その本は都市の詳細な描写をしている。(AI生成)
574,softly,優しく; 静かに,副詞,She spoke softly to the baby.,彼女は赤ちゃんに優しく話しかけた。(AI生成)
575,identify,を特定する; を同一視する,動詞,Can you identify this plant?,この植物を特定できますか？(AI生成)
576,alter,を変える; 変わる,動詞,We had to alter our plans.,私たちは計画を変更しなければならなかった。(AI生成)
577,incident,出来事; 事件,名詞,He reported the incident to the police.,彼はその事件を警察に報告した。(AI生成)
578,frequently,頻繁に,副詞,I frequently visit the library.,私は頻繁に図書館を訪れる。(AI生成)
579,perspective,観点; 遠近法,名詞,Try to see things from a different perspective.,異なる観点から物事を見るようにしなさい。(AI生成)
580,faith,信頼; 信仰; 信念,名詞,I have faith in you.,私はあなたを信頼している。(AI生成)
581,schedule,予定; スケジュール,名詞,My schedule is full today.,今日の予定はいっぱいだ。(AI生成)
582,assessment,評価; 査定,名詞,The assessment of the damage took several days.,被害の評価（査定）には数日かかった。(AI生成)
583,campus,構内; キャンパス,名詞,The university campus is very large.,その大学のキャンパスはとても広い。(AI生成)
584,discover,を発見する,動詞,Columbus discovered America in 1492.,コロンブスは1492年にアメリカを発見した。(AI生成)
585,valuable,高価な; 貴重な,形容詞,This necklace is very valuable.,このネックレスはとても高価だ。(AI生成)
586,rare,珍しい; まれな,形容詞,This is a rare opportunity.,これは珍しい機会だ。(AI生成)
587,institution,機関; 制度; 施設,名詞,The bank is a financial institution.,銀行は金融機関だ。(AI生成)
588,mountain,山,名詞,Mount Fuji is the highest mountain in Japan.,富士山は日本で一番高い山だ。(AI生成)
589,principle,原理; 原則; 主義,名詞,He is a man of high principles.,彼は高い信条（主義）を持った人だ。(AI生成)
590,advocate,を主張する; 支持する,動詞,She advocates for animal rights.,彼女は動物の権利を主張している。(AI生成)
591,plot,筋; 陰謀; 小区画,名詞,The plot of the novel is complex.,その小説の筋は複雑だ。(AI生成)
592,mood,気分; 機嫌,名詞,I'm in a good mood today.,今日は気分が良い。(AI生成)
593,stare,じっと見つめる,動詞,Don't stare at people.,人をじろじろ見つめてはいけない。(AI生成)
594,apparent,明白な; うわべの,形容詞,It was apparent that he was ill.,彼が病気であることは明白だった。(AI生成)
595,justice,正義; 公正; 司法,名詞,We want justice for the victims.,私たちは被害者のための正義を望む。(AI生成)
596,permission,許可,名詞,You need permission to park here.,ここに駐車するには許可が必要だ。(AI生成)
597,maximum,最大の,形容詞,The maximum speed limit is 100 km/h.,最高速度制限は時速100キロだ。(AI生成)
598,violent,暴力的な; 激しい,形容詞,The movie contains violent scenes.,その映画は暴力的なシーンを含んでいる。(AI生成)
599,succeed,成功する; 継承する,動詞,He succeeded in solving the problem.,彼は問題の解決に成功した。(AI生成)
600,expense,費用; 犠牲,名詞,We traveled at our own expense.,私たちは自費で旅行した。(AI生成)
601,construct,を建設する; を組み立てる,動詞,The city constructed a new library.,市は新しい図書館を建設した。(AI生成)
602,destroy,を破壊する,動詞,The earthquake destroyed the building.,地震がその建物を破壊した。(AI生成)
603,repair,を修理する,動詞,He repaired the broken bicycle.,彼は壊れた自転車を修理した。(AI生成)
604,burn,を燃やす; 燃える,動詞,Wood burns easily.,木は燃えやすい。(AI生成)
605,explode,爆発する,動詞,The bomb exploded with a loud noise.,爆弾は大きな音を立てて爆発した。(AI生成)
606,expand,拡大する; 膨張する,動詞,Metals expand when heated.,金属は熱せられると膨張する。(AI生成)
607,shrink,縮む; を縮ませる,動詞,This shirt shrank in the wash.,このシャツは洗濯で縮んだ。(AI生成)
608,extend,を延長する; 伸びる,動詞,We decided to extend our stay.,私たちは滞在を延長することにした。(AI生成)
609,shorten,を短くする,動詞,Can you shorten these pants?,このズボンを短くしてもらえますか？(AI生成)
610,lift,を持ち上げる,動詞,He couldn't lift the heavy box.,彼はその重い箱を持ち上げることができなかった。(AI生成)
611,drop,を落とす; 落ちる,動詞,Be careful not to drop the glass.,グラスを落とさないように気をつけて。(AI生成)
612,fall,落ちる; 降る,動詞,Leaves fall from the trees in autumn.,秋には木から葉が落ちる。(AI生成)
613,pour,を注ぐ; 流れ出る,動詞,Please pour me some water.,私に水を注いでください。(AI生成)
614,fill,を満たす; いっぱいになる,動詞,She filled the cup with coffee.,彼女はカップをコーヒーで満たした。(AI生成)
615,reveal,を明らかにする; を見せる,動詞,The curtain was lifted to reveal the painting.,カーテンが上がって絵画が現れた。(AI生成)
616,explore,を探検する; 調査する,動詞,We explored the old cave.,私たちはその古い洞窟を探検した。(AI生成)
617,examine,を検査する; 調べる,動詞,The doctor examined the patient.,医者は患者を診察（検査）した。(AI生成)
618,check,を確認する; 点検する,動詞,Please check your answers again.,もう一度答えを確認してください。(AI生成)
619,test,を試験する,動詞,The new car is being tested on the road.,その新車は路上でテストされている。(AI生成)
620,weigh,の重さがある; 重さを量る,動詞,How much do you weigh?,あなたの体重はどれくらいですか？(AI生成)
621,count,を数える; 重要である,動詞,Can you count to ten in French?,フランス語で10まで数えられますか？(AI生成)
622,estimate,と推定する; 見積もる,動詞,They estimated the cost at $1000.,彼らは費用を1000ドルと見積もった。(AI生成)
623,guess,を推測する,動詞,Can you guess my age?,私の年齢を当てられますか？(AI生成)
624,predict,を予測する,動詞,It is difficult to predict the weather.,天気を予測するのは難しい。(AI生成)
625,demonstrate,を実演する; 証明する,動詞,He demonstrated how to use the machine.,彼は機械の使い方を実演した。(AI生成)
626,teach,を教える,動詞,She teaches English at a high school.,彼女は高校で英語を教えている。(AI生成)
627,learn,を学ぶ; 習得する,動詞,Children learn languages quickly.,子供は言語を素早く習得する。(AI生成)
628,study,を勉強する; 研究する,動詞,I need to study for the exam.,私は試験のために勉強する必要がある。(AI生成)
629,instruct,に指示する; を教える,動詞,The manual instructs us on how to assemble the shelf.,説明書は棚の組み立て方を指示している。(AI生成)
630,train,を訓練する,動詞,Athletes train hard every day.,スポーツ選手は毎日熱心に訓練する。(AI生成)
631,educate,を教育する,動詞,Parents should educate their children about safety.,親は子供に安全について教育すべきだ。(AI生成)
632,develop,を発達させる; 開発する,動詞,Reading helps develop your vocabulary.,読書は語彙を発達させるのに役立つ。(AI生成)
633,improve,を改善する; 良くなる,動詞,I want to improve my tennis skills.,私はテニスの技術を向上させたい。(AI生成)
634,solve,を解決する; 解く,動詞,We need to solve this problem immediately.,私たちは直ちにこの問題を解決する必要がある。(AI生成)
635,answer,に答える,動詞,Please answer the question.,質問に答えてください。(AI生成)
636,reply,返事をする,動詞,I will reply to your email later.,後でメールに返信します。(AI生成)
637,respond,反応する; 応答する,動詞,The patient responded well to the treatment.,患者は治療によく反応した。(AI生成)
638,agree,同意する; 賛成する,動詞,I agree with you completely.,私はあなたに完全に同意します。(AI生成)
639,disagree,意見が食い違う; 反対する,動詞,I disagree with his opinion.,私は彼の意見に反対だ。(AI生成)
640,support,を支持する; を支える,動詞,The bridge is supported by stone pillars.,その橋は石の柱で支えられている。(AI生成)
641,oppose,に反対する,動詞,Many people oppose the new tax law.,多くの人々が新しい税法に反対している。(AI生成)
642,defend,を防御する; 弁護する,動詞,The lawyer defended the accused man.,弁護士は告発された男を弁護した。(AI生成)
643,protect,を保護する; 守る,動詞,Sunglasses protect your eyes from the sun.,サングラスは太陽から目を守る。(AI生成)
644,save,を救う; 節約する; 貯金する,動詞,He saved the boy from drowning.,彼は少年が溺れているところを助けた。(AI生成)
645,rescue,を救助する,動詞,Firefighters rescued the cat from the tree.,消防士が木から猫を救助した。(AI生成)
646,assist,を手伝う; 援助する,動詞,The nurse assisted the doctor during the surgery.,看護師は手術中、医師を補助した。(AI生成)
647,help,を助ける,動詞,Can you help me with my homework?,宿題を手伝ってくれますか？(AI生成)
648,attend,に出席する; 通う,動詞,She attended the meeting yesterday.,彼女は昨日会議に出席した。(AI生成)
649,participate,参加する,動詞,Everyone is encouraged to participate in the event.,誰もがイベントへの参加を奨励されている。(AI生成)
650,join,に加わる; 参加する,動詞,May I join your team?,あなたのチームに入ってもいいですか？(AI生成)
651,belong,所属する; (~の)ものである,動詞,This book belongs to me.,この本は私のものだ。(AI生成)
652,consist,成る; 構成される,動詞,The committee consists of ten members.,委員会は10人のメンバーで構成されている。(AI生成)
653,contain,を含む; 入っている,動詞,This bottle contains water.,このボトルには水が入っている。(AI生成)
654,exist,存在する; 生存する,動詞,Does life exist on other planets?,他の惑星に生命は存在するのか？(AI生成)
655,matter,重要である; 問題となる,動詞,It doesn't matter what you wear.,何を着ていくかは重要ではない。(AI生成)
656,count,重要である; を数える,動詞,Every vote counts.,一票一票が重要だ。(AI生成)
657,face,に直面する; の方へ顔を向ける,動詞,We must face the reality.,私たちは現実に直面しなければならない。(AI生成)
658,head,向かう; 進む,動詞,We are heading for the station.,私たちは駅に向かっている。(AI生成)
659,appear,現れる; のように見える,動詞,He appeared to be calm.,彼は落ち着いているように見えた。(AI生成)
660,disappear,消える; 見えなくなる,動詞,The sun disappeared behind the clouds.,太陽は雲の後ろに消えた。(AI生成)
661,remain,ままである; 残る,動詞,Please remain seated.,座ったままでいてください。(AI生成)
662,stay,滞在する; ままである,動詞,Stay calm and don't panic.,落ち着いて、パニックにならないで。(AI生成)
663,wait,待つ,動詞,I'll wait for you here.,ここであなたを待っています。(AI生成)
664,fit,に合う; 適した,動詞,This coat fits me perfectly.,このコートは私にぴったりだ。(AI生成)
665,suit,に似合う; 都合が良い,動詞,Blue suits you well.,青はあなたによく似合う。(AI生成)
666,match,と調和する; に匹敵する,動詞,Her shoes match her bag.,彼女の靴はバッグと合っている（調和している）。(AI生成)
667,waste,を浪費する; 無駄にする,動詞,Don't waste your time.,時間を無駄にしてはいけない。(AI生成)
668,afford,(~する)余裕がある,動詞,We can't afford to go on holiday this year.,今年は休暇に行く余裕がない。(AI生成)
669,owe,(金)を借りている; のおかげである,動詞,I owe you 10 dollars.,私はあなたに10ドル借りている。(AI生成)
670,own,を所有する,動詞,He owns a large house.,彼は大きな家を所有している。(AI生成)
671,possess,を所有する; (性質)を持つ,動詞,She possesses a rare talent.,彼女は稀な才能を持っている。(AI生成)
672,share,を共有する; 分け合う,動詞,They share a room.,彼らは部屋を共有している。(AI生成)
673,divide,を分ける; 分割する,動詞,The teacher divided the class into groups.,先生はクラスをグループに分けた。(AI生成)
674,separate,を分ける; 引き離す,動詞,Please separate the garbage.,ゴミを分別してください。(AI生成)
675,connect,をつなぐ; 関係させる,動詞,This road connects the two cities.,この道は2つの都市をつないでいる。(AI生成)
676,link,を関連づける; つなぐ,動詞,Police linked him to the crime.,警察は彼をその犯罪と関連づけた。(AI生成)
677,combine,を結合させる; 組み合わせる,動詞,We combined our efforts to finish the job.,私たちは仕事を終えるために力を合わせた。(AI生成)
678,unite,を結合する; 団結させる,動詞,Music has the power to unite people.,音楽には人々を団結させる力がある。(AI生成)
679,gather,を集める; 集まる,動詞,A crowd gathered around the speaker.,群衆が話し手の周りに集まった。(AI生成)
680,collect,を集める; 収集する,動詞,He collects old coins.,彼は古い硬貨を集めている。(AI生成)
681,pick,を選ぶ; (花・実)を摘む,動詞,Pick a card, any card.,カードを1枚選んでください。(AI生成)
682,choose,を選ぶ; 選択する,動詞,You can choose whatever you like.,好きなものを何でも選べます。(AI生成)
683,decide,を決める; 決心する,動詞,Have you decided what to eat?,何を食べるか決めましたか？(AI生成)
684,determine,を決定する; 決心する,動詞,The size of the room determines the furniture.,部屋の大きさが家具を決定する。(AI生成)
685,mind,を気にする; 嫌がる,動詞,Would you mind opening the window?,窓を開けていただけますか（気にしますか）？(AI生成)
686,care,気にかける; 世話をする,動詞,I don't care what people say.,人が何と言おうと気にしない。(AI生成)
687,worry,心配する; を心配させる,動詞,Don't worry about me.,私のことは心配しないで。(AI生成)
688,annoy,をイライラさせる; 悩ます,動詞,The noise annoyed me.,その騒音が私をイライラさせた。(AI生成)
689,bother,を悩ませる; わざわざ~する,動詞,Sorry to bother you.,お邪魔して（悩ませて）すみません。(AI生成)
690,disturb,を妨げる; 邪魔する,動詞,Do not disturb.,起こさないでください（邪魔しないで）。(AI生成)
691,hurt,を傷つける; 痛む,動詞,My leg hurts.,足が痛む。(AI生成)
692,injure,を傷つける; 怪我をさせる,動詞,He was injured in the accident.,彼は事故で怪我をした。(AI生成)
693,damage,に損害を与える,動詞,The storm damaged the roof.,嵐が屋根に損害を与えた。(AI生成)
694,ruin,を台無しにする; 破滅させる,動詞,The rain ruined our picnic.,雨が私たちのピクニックを台無しにした。(AI生成)
695,spoil,を台無しにする; (子供)を甘やかす,動詞,Don't spoil the ending of the movie.,映画の結末をネタバレ（台無しに）しないで。(AI生成)
696,admire,に感嘆する; を賞賛する,動詞,I admire his courage.,私は彼の勇気に感嘆する。(AI生成)
697,respect,を尊敬する; 尊重する,動詞,We should respect our elders.,私たちは年長者を尊敬すべきだ。(AI生成)
698,praise,を褒める; 賞賛する,動詞,The teacher praised the student for his hard work.,先生は生徒の努力を褒めた。(AI生成)
699,blame,を非難する; のせいにする,動詞,Don't blame yourself.,自分を責めないで。(AI生成)
700,criticize,を批判する; 批評する,動詞,It is easy to criticize others.,他人を批判するのは簡単だ。(AI生成)
701,complain,不平を言う; 訴える,動詞,He complained about the noise.,彼は騒音について不平を言った。(AI生成)
702,apologize,謝る; 謝罪する,動詞,You should apologize to her.,あなたは彼女に謝るべきだ。(AI生成)
703,lie,横たわる; 嘘をつく,動詞,Don't lie to me.,私に嘘をつくな。(AI生成)
704,lay,を置く; を横たえる,動詞,Lay the book on the table.,本を机の上に置きなさい。(AI生成)
705,stand,立つ; 我慢する,動詞,I can't stand this heat.,私はこの暑さに我慢できない。(AI生成)
706,perform,を行う; 演じる,動詞,The surgeon performed the operation.,外科医は手術を行った。(AI生成)
707,interrupt,を妨げる; 中断する,動詞,Don't interrupt me while I'm talking.,私が話している最中に割り込まないで。(AI生成)
708,cease,をやめる; 終わる,動詞,The rain ceased.,雨が止んだ。(AI生成)
709,pause,休止する,動詞,He paused for a moment to think.,彼は考えるために一瞬言葉を切った（休止した）。(AI生成)
710,quit,をやめる; 辞職する,動詞,He decided to quit smoking.,彼はタバコをやめることにした。(AI生成)
711,retire,引退する; 退職する,動詞,He plans to retire at 65.,彼は65歳で引退する予定だ。(AI生成)
712,resign,を辞職する,動詞,The minister resigned yesterday.,大臣は昨日辞職した。(AI生成)
713,abandon,を捨てる; 断念する,動詞,They abandoned the sinking ship.,彼らは沈みゆく船を捨てた。(AI生成)
714,bury,を埋める,動詞,The dog buried the bone in the yard.,犬は庭に骨を埋めた。(AI生成)
715,dig,を掘る,動詞,They dug a hole in the ground.,彼らは地面に穴を掘った。(AI生成)
716,cultivate,を耕す; を栽培する,動詞,They cultivate rice in this area.,彼らはこの地域で米を栽培している。(AI生成)
717,harvest,を収穫する,動詞,Farmers harvest crops in the autumn.,農家は秋に作物を収穫する。(AI生成)
718,preserve,を保存する; 保護する,動詞,Salt is used to preserve meat.,塩は肉を保存するために使われる。(AI生成)
719,prevent,を防ぐ; 妨げる,動詞,Seatbelts prevent injuries in car accidents.,シートベルトは自動車事故での怪我を防ぐ。(AI生成)
720,prohibit,を禁止する,動詞,Smoking is prohibited in this building.,この建物内での喫煙は禁止されている。(AI生成)
721,forbid,を禁じる,動詞,My parents forbid me to stay out late.,両親は私が夜更かしするのを禁じている。(AI生成)
722,permit,を許可する,動詞,Photography is not permitted here.,ここでは写真撮影は許可されていない。(AI生成)
723,allow,を許す,動詞,Please allow me to introduce myself.,自己紹介をさせてください（許可してください）。(AI生成)
724,forgive,を許す,動詞,She forgave him for his mistake.,彼女は彼の過ちを許した。(AI生成)
725,overlook,を見落とす; 大目に見る,動詞,I will overlook your mistake this time.,今回だけは君のミスを大目に見よう。(AI生成)
726,watch,を見る; 監視する,動詞,Watch your step.,足元に気をつけて。(AI生成)
727,notice,に気づく,動詞,I noticed a change in his behavior.,私は彼の行動の変化に気づいた。(AI生成)
728,realize,を悟る; 実現する,動詞,I realized that I had lost my wallet.,私は財布をなくしたことに気づいた。(AI生成)
729,recognize,を識別する; 認める,動詞,I didn't recognize him at first.,最初は彼だと分からなかった。(AI生成)
730,distinguish,を区別する,動詞,It is hard to distinguish between twins.,双子を見分ける（区別する）のは難しい。(AI生成)
731,judge,を判断する; 裁く,動詞,Don't judge a book by its cover.,本を表紙で判断してはいけない。(AI生成)
732,flee,逃げる,動詞,Many people fled the country during the war.,戦争中、多くの人々が国外へ逃げた。(AI生成)
733,chase,を追いかける,動詞,The cat chased the mouse.,猫はネズミを追いかけた。(AI生成)
734,follow,に続く; に従う,動詞,Follow me.,私について来なさい。(AI生成)
735,precede,に先立つ,動詞,A brief introduction preceded the speech.,スピーチの前に短い紹介があった。(AI生成)
736,accompany,に同行する; に付随する,動詞,Children must be accompanied by an adult.,子供は大人同伴でなければならない。(AI生成)
737,attach,を取り付ける,動詞,Please attach a photo to the application form.,申込書に写真を添付してください。(AI生成)
738,detach,を切り離す,動詞,You can detach the keyboard from the tablet.,キーボードをタブレットから取り外すことができる。(AI生成)
739,remove,を取り除く,動詞,Please remove your shoes.,靴を脱いで（取り除いて）ください。(AI生成)
740,eliminate,を排除する,動詞,We need to eliminate errors from the system.,システムからエラーを排除する必要がある。(AI生成)
741,exclude,を除外する,動詞,The price excludes tax.,価格は税を含んでいない（除外している）。(AI生成)
742,include,を含む,動詞,Breakfast is included in the price.,朝食は料金に含まれている。(AI生成)
743,compose,を構成する; 作曲する,動詞,Water is composed of hydrogen and oxygen.,水は水素と酸素から構成されている。(AI生成)
744,organize,を組織する; 整理する,動詞,She organized the files alphabetically.,彼女はファイルをアルファベット順に整理した。(AI生成)
745,arrange,を整える; 手配する,動詞,I will arrange a meeting with him.,彼との面会を手配します。(AI生成)
746,adjust,を調節する; 順応する,動詞,You can adjust the height of the chair.,椅子の高さを調節できます。(AI生成)
747,adopt,を採用する; 養子にする,動詞,The school adopted a new teaching method.,学校は新しい教授法を採用した。(AI生成)
748,apply,を適用する; 申し込む,動詞,This rule applies to everyone.,この規則は全員に適用される。(AI生成)
749,hire,を雇う,動詞,They hired a new gardener.,彼らは新しい庭師を雇った。(AI生成)
750,employ,を雇用する,動詞,The factory employs 500 workers.,その工場は500人の労働者を雇用している。(AI生成)
751,handle,を扱う; 手を触れる,動詞,He knows how to handle difficult situations.,彼は難しい状況の扱い方を知っている。(AI生成)
752,approach,に近づく; 取り組む,動詞,The train is approaching the station.,列車が駅に近づいている。(AI生成)
753,touch,に触れる; 感動させる,動詞,Please do not touch the exhibits.,展示物に手を触れないでください。(AI生成)
754,smell,のにおいがする,動詞,The soup smells delicious.,そのスープは美味しそうなにおいがする。(AI生成)
755,taste,の味がする,動詞,This apple tastes sweet.,このリンゴは甘い味がする。(AI生成)
756,sound,に聞こえる,動詞,That idea sounds great.,その考えは良さそうだ（良く聞こえる）。(AI生成)
757,feel,を感じる,動詞,I feel happy today.,今日は幸せな気分だ。(AI生成)
758,bite,を噛む,動詞,The dog bit the postman.,犬は郵便配達員を噛んだ。(AI生成)
759,swallow,を飲み込む,動詞,He swallowed the pill with water.,彼は水で薬を飲み込んだ。(AI生成)
760,digest,を消化する,動詞,It takes time to digest food.,食物を消化するには時間がかかる。(AI生成)
761,absorb,を吸収する,動詞,Plants absorb water from the soil.,植物は土から水を吸収する。(AI生成)
762,lock,に鍵をかける,動詞,Did you lock the door?,ドアに鍵をかけましたか？(AI生成)
763,shut,を閉める,動詞,Please shut the window.,窓を閉めてください。(AI生成)
764,knock,ノックする; 打つ,動詞,Someone is knocking at the door.,誰かがドアをノックしている。(AI生成)
765,tap,を軽くたたく,動詞,He tapped me on the shoulder.,彼は私の肩を軽くたたいた。(AI生成)
766,rub,をこする,動詞,She rubbed her eyes.,彼女は目をこすった。(AI生成)
767,polish,を磨く,動詞,He polished his shoes.,彼は靴を磨いた。(AI生成)
768,sweep,を掃く,動詞,She swept the floor.,彼女は床を掃いた。(AI生成)
769,wipe,を拭く,動詞,Please wipe the table.,テーブルを拭いてください。(AI生成)
770,wash,を洗う,動詞,I need to wash my car.,私は車を洗う必要がある。(AI生成)
771,clean,をきれいにする,動詞,He cleaned his room.,彼は自分の部屋を掃除した。(AI生成)
772,clear,を片付ける; 晴れる,動詞,Please clear the table after dinner.,夕食後はテーブルを片付けてください。(AI生成)
773,decorate,を飾る,動詞,They decorated the room with flowers.,彼らは部屋を花で飾った。(AI生成)
774,illustrate,を説明する; 挿絵を入れる,動詞,The teacher illustrated the point with examples.,先生は例を使ってその点を説明した。(AI生成)
775,point,指差す; 向ける,動詞,He pointed to the map.,彼は地図を指差した。(AI生成)
776,shout,叫ぶ,動詞,Don't shout at me.,私に向かって叫ばないで。(AI生成)
777,whisper,ささやく,動詞,She whispered something in his ear.,彼女は彼の耳元で何かをささやいた。(AI生成)
778,pronounce,を発音する,動詞,How do you pronounce this word?,この単語はどう発音しますか？(AI生成)
779,translate,を翻訳する,動詞,He translated the letter into English.,彼はその手紙を英語に翻訳した。(AI生成)
780,interpret,を通訳する; 解釈する,動詞,She interpreted for the prime minister.,彼女は首相の通訳をした。(AI生成)
781,publish,を出版する,動詞,His new book will be published next month.,彼の新しい本は来月出版される。(AI生成)
782,print,を印刷する,動詞,I need to print this document.,この書類を印刷する必要がある。(AI生成)
783,broadcast,を放送する,動詞,The news was broadcast live.,そのニュースは生放送された。(AI生成)
784,appeal,懇願する; 訴える,動詞,He appealed to the public for help.,彼は助けを求めて大衆に訴えた。(AI生成)
785,demand,を要求する,動詞,The workers demanded better conditions.,労働者たちはより良い条件を要求した。(AI生成)
786,claim,を主張する; 要求する,動詞,He claims to be innocent.,彼は無実だと主張している。(AI生成)
787,insist,を強く主張する,動詞,She insisted on paying for the dinner.,彼女は夕食代を払うと強く主張した（譲らなかった）。(AI生成)
788,persuade,を説得する,動詞,I tried to persuade him to stay.,私は彼にとどまるよう説得しようとした。(AI生成)
789,convince,に確信させる; 納得させる,動詞,She convinced me of her innocence.,彼女は私に自身の無実を納得させた。(AI生成)
790,warn,に警告する,動詞,The sign warned us of the danger.,標識は私たちに危険を警告していた。(AI生成)
791,remind,に思い出させる,動詞,Please remind me to call him.,彼に電話するのを思い出させてください。(AI生成)
792,inform,に知らせる,動詞,We will inform you of the results.,結果をお知らせします。(AI生成)
793,announce,を発表する,動詞,They announced their engagement.,彼らは婚約を発表した。(AI生成)
794,declare,を宣言する,動詞,The country declared independence.,その国は独立を宣言した。(AI生成)
795,promise,を約束する,動詞,I promise I won't be late.,遅れないと約束します。(AI生成)
796,swear,を誓う; 罵る,動詞,Do you swear to tell the truth?,真実を語ることを誓いますか？(AI生成)
797,pray,祈る,動詞,They prayed for peace.,彼らは平和を祈った。(AI生成)
798,celebrate,を祝う,動詞,We celebrated his birthday.,私たちは彼の誕生日を祝った。(AI生成)
799,congratulate,を祝う,動詞,I congratulated him on his success.,私は彼の成功を祝った。(AI生成)
800,dismiss,を解雇する; を退ける,動詞,He was dismissed from his job.,彼は仕事を解雇された。(AI生成)
801,elect,を選挙で選ぶ,動詞,He was elected mayor of the city.,彼は市の市長に選ばれた。(AI生成)
